Time_s,HeartRate_bpm,ArterialPressure_mmHg,MeanArterialPressure_mmHg,SystolicPressure_mmHg,DiastolicPressure_mmHg,OxygenSaturation,RespirationRate_bpm,CardiacOutput_L_min,BloodVolume_mL
0.0,72.21179837562289,65.87882507443595,78.96087523958039,97.25704426533274,62.226402297247134,0.9682827708168231,11.952191235059724,4.809762417476716,5495.975539250455
29.99999999999945,71.62301887429166,71.92208397340028,78.99451440907234,97.38051400439174,62.19218063137322,0.9673322692941047,12.09677419354835,4.800044774590844,5498.992674891147
