Time_s,HeartRate_bpm,MeanArterialPressure_mmHg,SystolicPressure_mmHg,DiastolicPressure_mmHg,OxygenSaturation,RespirationRate_bpm,CardiacOutput_L_min,BloodVolume_mL
0.0,83.99999999898003,94.79756906284314,114.46550939083887,73.5177917102117,0.972756705267602,16.042780748663116,6.14232586489451,5488.431103294868
4.999999999999981,84.02943162738359,94.70949327587897,114.38182787559892,73.41586084916246,0.972711848835827,16.042780748663116,6.1470615734842715,5466.30250089915
9.999999999999876,84.14839075187481,94.66349463056311,114.31545054805997,73.38694136421377,0.9727399126195782,16.042780748663116,6.149126231349766,5446.375795800154
14.999999999999769,84.38126083245038,94.59607070833677,114.20280312933286,73.36015138244139,0.972766819210914,16.042780748663116,6.1510014827193595,5427.98775902969
19.999999999999662,84.5920513528068,95.3828618719792,114.678222710282,74.60967055400523,0.9726798494666734,16.042780748663116,6.067118969295455,5410.679165991587
24.999999999999556,84.52420361521366,93.58834884959766,112.9550051286625,72.49607853714511,0.9726376534091988,16.042780748663116,6.093407930368973,5394.148622476141
29.99999999999945,84.98083155021357,94.75222921332069,113.82004281794664,74.18253760410299,0.972624700768703,16.042780748663116,6.021144871301739,5378.125531702864
34.99999999999987,85.25515168246706,94.40155861623867,113.34745420286461,73.90052946272979,0.9725108650539294,16.042780748663116,6.00297392810584,5362.496494292503
40.000000000000654,85.77731340623154,94.43374853814804,113.29277152621478,74.04721774494605,0.9724914243820866,16.042780748663116,6.005446466322736,5347.134761714462
45.000000000001435,86.41738772451161,94.4118867246503,113.19148000389977,74.13723388668726,0.9725196200633833,16.042780748663116,6.019073473013461,5331.974994064825
50.00000000000222,87.19263373456425,95.11082550725668,113.78542226337903,75.05150811227661,0.9724575599138049,16.042780748663116,5.948388312418722,5316.96975574778
55.000000000003,87.47231086836638,94.35670409812262,112.88236969328165,74.6028641896439,0.9724358601640194,16.042780748663116,5.914970618985994,5302.088949469661
60.00000000000378,87.87684323387622,94.26482187125988,112.6758568326942,74.6182817270119,0.9724310821285826,16.042780748663116,5.900245114117966,5287.291141744916
